Cod,cep,municipio,nivel,sigla,total,em_territorio_quilombola,fora_territorio_quilombola
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1100015,Alta Floresta D'Oeste,Alta Floresta D'Oeste,MU,RO,115,0,115
1100023,Ariquemes,Ariquemes,MU,RO,0,0,0
1100031,Cabixi,Cabixi,MU,RO,6,0,6
1100049,Cacoal,Cacoal,MU,RO,0,0,0
1100056,Cerejeiras,Cerejeiras,MU,RO,37,0,37
1100064,Colorado do Oeste,Colorado do Oeste,MU,RO,0,0,0
1100072,Corumbiara,Corumbiara,MU,RO,12,0,12
1100080,Costa Marques,Costa Marques,MU,RO,1345,58,1287
1100098,Espigão D'Oeste,Espigão D'Oeste,MU,RO,0,0,0
1100106,Guajará-Mirim,Guajará-Mirim,MU,RO,494,0,494
1100114,Jaru,Jaru,MU,RO,0,0,0
1100122,Ji-Paraná,Ji-Paraná,MU,RO,0,0,0
1100130,Machadinho D'Oeste,Machadinho D'Oeste,MU,RO,0,0,0
1100148,Nova Brasilândia D'Oeste,Nova Brasilândia D'Oeste,MU,RO,0,0,0
1100155,Ouro Preto do Oeste,Ouro Preto do Oeste,MU,RO,0,0,0
1100189,Pimenta Bueno,Pimenta Bueno,MU,RO,0,0,0
1100205,Porto Velho,Porto Velho,MU,RO,95,0,95
1100254,Presidente Médici,Presidente Médici,MU,RO,0,0,0
1100262,Rio Crespo,Rio Crespo,MU,RO,0,0,0
1100288,Rolim de Moura,Rolim de Moura,MU,RO,0,0,0
1100296,Santa Luzia D'Oeste,Santa Luzia D'Oeste,MU,RO,0,0,0
1100304,Vilhena,Vilhena,MU,RO,0,0,0
1100320,São Miguel do Guaporé,São Miguel do Guaporé,MU,RO,31,0,0
1100338,Nova Mamoré,Nova Mamoré,MU,RO,16,0,16
1100346,Alvorada D'Oeste,Alvorada D'Oeste,MU,RO,0,0,0
1100379,Alto Alegre dos Parecis,Alto Alegre dos Parecis,MU,RO,0,0,0
1100403,Alto Paraíso,Alto Paraíso,MU,RO,0,0,0
1100452,Buritis,Buritis,MU,RO,0,0,0
1100502,Novo Horizonte do Oeste,Novo Horizonte do Oeste,MU,RO,0,0,0
1100601,Cacaulândia,Cacaulândia,MU,RO,0,0,0
1100700,Campo Novo de Rondônia,Campo Novo de Rondônia,MU,RO,0,0,0
1100809,Candeias do Jamari,Candeias do Jamari,MU,RO,0,0,0
1100908,Castanheiras,Castanheiras,MU,RO,0,0,0
1100924,Chupinguaia,Chupinguaia,MU,RO,0,0,0
1100940,Cujubim,Cujubim,MU,RO,0,0,0
1101005,Governador Jorge Teixeira,Governador Jorge Teixeira,MU,RO,0,0,0
1101104,Itapuã do Oeste,Itapuã do Oeste,MU,RO,0,0,0
1101203,Ministro Andreazza,Ministro Andreazza,MU,RO,0,0,0
1101302,Mirante da Serra,Mirante da Serra,MU,RO,0,0,0
1101401,Monte Negro,Monte Negro,MU,RO,0,0,0
1101435,Nova União,Nova União,MU,RO,0,0,0
1101450,Parecis,Parecis,MU,RO,0,0,0
1101468,Pimenteiras do Oeste,Pimenteiras do Oeste,MU,RO,518,0,518
1101476,Primavera de Rondônia,Primavera de Rondônia,MU,RO,0,0,0
1101484,São Felipe D'Oeste,São Felipe D'Oeste,MU,RO,0,0,0
1101492,São Francisco do Guaporé,São Francisco do Guaporé,MU,RO,248,129,119
1101500,Seringueiras,Seringueiras,MU,RO,8,0,0
1101559,Teixeirópolis,Teixeirópolis,MU,RO,0,0,0
1101609,Theobroma,Theobroma,MU,RO,0,0,0
1101708,Urupá,Urupá,MU,RO,0,0,0
1101757,Vale do Anari,Vale do Anari,MU,RO,0,0,0
1101807,Vale do Paraíso,Vale do Paraíso,MU,RO,0,0,0
1200013,Acrelândia,Acrelândia,MU,AC,0,0,0
1200054,Assis Brasil,Assis Brasil,MU,AC,0,0,0
1200104,Brasiléia,Brasiléia,MU,AC,0,0,0
1200138,Bujari,Bujari,MU,AC,0,0,0
1200179,Capixaba,Capixaba,MU,AC,0,0,0
1200203,Cruzeiro do Sul,Cruzeiro do Sul,MU,AC,0,0,0
1200252,Epitaciolândia,Epitaciolândia,MU,AC,0,0,0
1200302,Feijó,Feijó,MU,AC,0,0,0
1200328,Jordão,Jordão,MU,AC,0,0,0
1200336,Mâncio Lima,Mâncio Lima,MU,AC,0,0,0
1200344,Manoel Urbano,Manoel Urbano,MU,AC,0,0,0
1200351,Marechal Thaumaturgo,Marechal Thaumaturgo,MU,AC,0,0,0
1200385,Plácido de Castro,Plácido de Castro,MU,AC,0,0,0
1200393,Porto Walter,Porto Walter,MU,AC,0,0,0
1200401,Rio Branco,Rio Branco,MU,AC,0,0,0
1200427,Rodrigues Alves,Rodrigues Alves,MU,AC,0,0,0
1200435,Santa Rosa do Purus,Santa Rosa do Purus,MU,AC,0,0,0
1200450,Senador Guiomard,Senador Guiomard,MU,AC,0,0,0
1200500,Sena Madureira,Sena Madureira,MU,AC,0,0,0
1200609,Tarauacá,Tarauacá,MU,AC,0,0,0
1200708,Xapuri,Xapuri,MU,AC,0,0,0
1200807,Porto Acre,Porto Acre,MU,AC,0,0,0
1300029,Alvarães,Alvarães,MU,AM,72,0,72
1300060,Amaturá,Amaturá,MU,AM,0,0,0
1300086,Anamã,Anamã,MU,AM,0,0,0
1300102,Anori,Anori,MU,AM,0,0,0
1300144,Apuí,Apuí,MU,AM,0,0,0
1300201,Atalaia do Norte,Atalaia do Norte,MU,AM,0,0,0
1300300,Autazes,Autazes,MU,AM,0,0,0
1300409,Barcelos,Barcelos,MU,AM,83,0,83
1300508,Barreirinha,Barreirinha,MU,AM,1891,1143,748
1300607,Benjamin Constant,Benjamin Constant,MU,AM,0,0,0
1300631,Beruri,Beruri,MU,AM,0,0,0
1300680,Boa Vista do Ramos,Boa Vista do Ramos,MU,AM,0,0,0
1300706,Boca do Acre,Boca do Acre,MU,AM,0,0,0
1300805,Borba,Borba,MU,AM,0,0,0
1300839,Caapiranga,Caapiranga,MU,AM,0,0,0
1300904,Canutama,Canutama,MU,AM,0,0,0
1301001,Carauari,Carauari,MU,AM,0,0,0
1301100,Careiro,Careiro,MU,AM,0,0,0
1301159,Careiro da Várzea,Careiro da Várzea,MU,AM,0,0,0
1301209,Coari,Coari,MU,AM,0,0,0
1301308,Codajás,Codajás,MU,AM,0,0,0
1301407,Eirunepé,Eirunepé,MU,AM,0,0,0
1301506,Envira,Envira,MU,AM,0,0,0
1301605,Fonte Boa,Fonte Boa,MU,AM,0,0,0
1301654,Guajará,Guajará,MU,AM,0,0,0
1301704,Humaitá,Humaitá,MU,AM,0,0,0
1301803,Ipixuna,Ipixuna,MU,AM,0,0,0
1301852,Iranduba,Iranduba,MU,AM,0,0,0
1301902,Itacoatiara,Itacoatiara,MU,AM,352,0,352
1301951,Itamarati,Itamarati,MU,AM,0,0,0
1302009,Itapiranga,Itapiranga,MU,AM,0,0,0
1302108,Japurá,Japurá,MU,AM,0,0,0
1302207,Juruá,Juruá,MU,AM,0,0,0
1302306,Jutaí,Jutaí,MU,AM,0,0,0
1302405,Lábrea,Lábrea,MU,AM,0,0,0
1302504,Manacapuru,Manacapuru,MU,AM,4,0,4
1302553,Manaquiri,Manaquiri,MU,AM,0,0,0
1302603,Manaus,Manaus,MU,AM,214,0,214
1302702,Manicoré,Manicoré,MU,AM,0,0,0
1302801,Maraã,Maraã,MU,AM,0,0,0
1302900,Maués,Maués,MU,AM,0,0,0
1303007,Nhamundá,Nhamundá,MU,AM,0,0,0
1303106,Nova Olinda do Norte,Nova Olinda do Norte,MU,AM,0,0,0
1303205,Novo Airão,Novo Airão,MU,AM,196,88,108
1303304,Novo Aripuanã,Novo Aripuanã,MU,AM,0,0,0
1303403,Parintins,Parintins,MU,AM,0,0,0
1303502,Pauini,Pauini,MU,AM,0,0,0
1303536,Presidente Figueiredo,Presidente Figueiredo,MU,AM,0,0,0
1303569,Rio Preto da Eva,Rio Preto da Eva,MU,AM,0,0,0
1303601,Santa Isabel do Rio Negro,Santa Isabel do Rio Negro,MU,AM,0,0,0
1303700,Santo Antônio do Içá,Santo Antônio do Içá,MU,AM,0,0,0
1303809,São Gabriel da Cachoeira,São Gabriel da Cachoeira,MU,AM,0,0,0
1303908,São Paulo de Olivença,São Paulo de Olivença,MU,AM,0,0,0
1303957,São Sebastião do Uatumã,São Sebastião do Uatumã,MU,AM,0,0,0
1304005,Silves,Silves,MU,AM,0,0,0
1304062,Tabatinga,Tabatinga,MU,AM,0,0,0
1304104,Tapauá,Tapauá,MU,AM,0,0,0
1304203,Tefé,Tefé,MU,AM,0,0,0
1304237,Tonantins,Tonantins,MU,AM,0,0,0
1304260,Uarini,Uarini,MU,AM,0,0,0
1304302,Urucará,Urucará,MU,AM,0,0,0
1304401,Urucurituba,Urucurituba,MU,AM,0,0,0
1400027,Amajari,Amajari,MU,RR,0,0,0
1400050,Alto Alegre,Alto Alegre,MU,RR,0,0,0
1400100,Boa Vista,Boa Vista,MU,RR,0,0,0
1400159,Bonfim,Bonfim,MU,RR,0,0,0
1400175,Cantá,Cantá,MU,RR,0,0,0
1400209,Caracaraí,Caracaraí,MU,RR,0,0,0
1400233,Caroebe,Caroebe,MU,RR,0,0,0
1400282,Iracema,Iracema,MU,RR,0,0,0
1400308,Mucajaí,Mucajaí,MU,RR,0,0,0
1400407,Normandia,Normandia,MU,RR,0,0,0
1400456,Pacaraima,Pacaraima,MU,RR,0,0,0
1400472,Rorainópolis,Rorainópolis,MU,RR,0,0,0
1400506,São João da Baliza,São João da Baliza,MU,RR,0,0,0
1400605,São Luiz,São Luiz,MU,RR,0,0,0
1400704,Uiramutã,Uiramutã,MU,RR,0,0,0
1500107,Abaetetuba,Abaetetuba,MU,PA,14526,7528,6998
1500131,Abel Figueiredo,Abel Figueiredo,MU,PA,0,0,0
1500206,Acará,Acará,MU,PA,4507,1383,3124
1500305,Afuá,Afuá,MU,PA,0,0,0
1500347,Água Azul do Norte,Água Azul do Norte,MU,PA,0,0,0
1500404,Alenquer,Alenquer,MU,PA,1806,1210,596
1500503,Almeirim,Almeirim,MU,PA,1,0,1
1500602,Altamira,Altamira,MU,PA,0,0,0
1500701,Anajás,Anajás,MU,PA,0,0,0
1500800,Ananindeua,Ananindeua,MU,PA,362,316,46
1500859,Anapu,Anapu,MU,PA,0,0,0
1500909,Augusto Corrêa,Augusto Corrêa,MU,PA,145,0,145
1500958,Aurora do Pará,Aurora do Pará,MU,PA,1318,0,1318
1501006,Aveiro,Aveiro,MU,PA,0,0,0
1501105,Bagre,Bagre,MU,PA,869,463,406
1501204,Baião,Baião,MU,PA,12857,2835,10022
1501253,Bannach,Bannach,MU,PA,0,0,0
1501303,Barcarena,Barcarena,MU,PA,5438,0,5438
1501402,Belém,Belém,MU,PA,1361,0,1361
1501451,Belterra,Belterra,MU,PA,0,0,0
1501501,Benevides,Benevides,MU,PA,0,0,0
1501576,Bom Jesus do Tocantins,Bom Jesus do Tocantins,MU,PA,0,0,0
1501600,Bonito,Bonito,MU,PA,136,0,136
1501709,Bragança,Bragança,MU,PA,708,0,708
1501725,Brasil Novo,Brasil Novo,MU,PA,0,0,0
1501758,Brejo Grande do Araguaia,Brejo Grande do Araguaia,MU,PA,50,42,8
1501782,Breu Branco,Breu Branco,MU,PA,722,0,722
1501808,Breves,Breves,MU,PA,0,0,0
1501907,Bujaru,Bujaru,MU,PA,2451,450,2001
1501956,Cachoeira do Piriá,Cachoeira do Piriá,MU,PA,1030,839,191
1502004,Cachoeira do Arari,Cachoeira do Arari,MU,PA,877,739,138
1502103,Cametá,Cametá,MU,PA,10135,1754,8381
1502152,Canaã dos Carajás,Canaã dos Carajás,MU,PA,0,0,0
1502202,Capanema,Capanema,MU,PA,13,0,13
1502301,Capitão Poço,Capitão Poço,MU,PA,125,36,89
1502400,Castanhal,Castanhal,MU,PA,847,0,847
1502509,Chaves,Chaves,MU,PA,0,0,0
1502608,Colares,Colares,MU,PA,599,165,434
1502707,Conceição do Araguaia,Conceição do Araguaia,MU,PA,0,0,0
1502756,Concórdia do Pará,Concórdia do Pará,MU,PA,4014,928,3086
1502764,Cumaru do Norte,Cumaru do Norte,MU,PA,0,0,0
1502772,Curionópolis,Curionópolis,MU,PA,0,0,0
1502806,Curralinho,Curralinho,MU,PA,1738,0,1738
1502855,Curuá,Curuá,MU,PA,223,0,223
1502905,Curuçá,Curuçá,MU,PA,0,0,0
1502939,Dom Eliseu,Dom Eliseu,MU,PA,0,0,0
1502954,Eldorado do Carajás,Eldorado do Carajás,MU,PA,0,0,0
1503002,Faro,Faro,MU,PA,0,0,0
1503044,Floresta do Araguaia,Floresta do Araguaia,MU,PA,0,0,0
1503077,Garrafão do Norte,Garrafão do Norte,MU,PA,623,399,224
1503093,Goianésia do Pará,Goianésia do Pará,MU,PA,0,0,0
1503101,Gurupá,Gurupá,MU,PA,3472,2136,1336
1503200,Igarapé-Açu,Igarapé-Açu,MU,PA,388,296,92
1503309,Igarapé-Miri,Igarapé-Miri,MU,PA,559,0,559
1503408,Inhangapi,Inhangapi,MU,PA,1246,323,923
1503457,Ipixuna do Pará,Ipixuna do Pará,MU,PA,439,0,439
1503507,Irituia,Irituia,MU,PA,2583,947,1636
1503606,Itaituba,Itaituba,MU,PA,0,0,0
1503705,Itupiranga,Itupiranga,MU,PA,0,0,0
1503754,Jacareacanga,Jacareacanga,MU,PA,0,0,0
1503804,Jacundá,Jacundá,MU,PA,0,0,0
1503903,Juruti,Juruti,MU,PA,4,0,4
1504000,Limoeiro do Ajuru,Limoeiro do Ajuru,MU,PA,56,0,56
1504059,Mãe do Rio,Mãe do Rio,MU,PA,0,0,0
1504109,Magalhães Barata,Magalhães Barata,MU,PA,287,0,287
1504208,Marabá,Marabá,MU,PA,0,0,0
1504307,Maracanã,Maracanã,MU,PA,7,0,7
1504406,Marapanim,Marapanim,MU,PA,0,0,0
1504422,Marituba,Marituba,MU,PA,0,0,0
1504455,Medicilândia,Medicilândia,MU,PA,0,0,0
1504505,Melgaço,Melgaço,MU,PA,0,0,0
1504604,Mocajuba,Mocajuba,MU,PA,4936,1801,3135
1504703,Moju,Moju,MU,PA,6250,3407,2843
1504752,Mojuí dos Campos,Mojuí dos Campos,MU,PA,0,0,0
1504802,Monte Alegre,Monte Alegre,MU,PA,572,0,572
1504901,Muaná,Muaná,MU,PA,0,0,0
1504950,Nova Esperança do Piriá,Nova Esperança do Piriá,MU,PA,0,0,0
1504976,Nova Ipixuna,Nova Ipixuna,MU,PA,0,0,0
1505007,Nova Timboteua,Nova Timboteua,MU,PA,53,0,53
1505031,Novo Progresso,Novo Progresso,MU,PA,0,0,0
1505064,Novo Repartimento,Novo Repartimento,MU,PA,0,0,0
1505106,Óbidos,Óbidos,MU,PA,6815,3707,3108
1505205,Oeiras do Pará,Oeiras do Pará,MU,PA,3500,2663,837
1505304,Oriximiná,Oriximiná,MU,PA,9451,4857,4594
1505403,Ourém,Ourém,MU,PA,1820,483,1337
1505437,Ourilândia do Norte,Ourilândia do Norte,MU,PA,0,0,0
1505486,Pacajá,Pacajá,MU,PA,0,0,0
1505494,Palestina do Pará,Palestina do Pará,MU,PA,0,0,0
1505502,Paragominas,Paragominas,MU,PA,0,0,0
1505536,Parauapebas,Parauapebas,MU,PA,0,0,0
1505551,Pau D'Arco,Pau D'Arco,MU,PA,0,0,0
1505601,Peixe-Boi,Peixe-Boi,MU,PA,0,0,0
1505635,Piçarra,Piçarra,MU,PA,0,0,0
1505650,Placas,Placas,MU,PA,0,0,0
1505700,Ponta de Pedras,Ponta de Pedras,MU,PA,1705,0,1705
1505809,Portel,Portel,MU,PA,599,301,298
1505908,Porto de Moz,Porto de Moz,MU,PA,487,158,329
1506005,Prainha,Prainha,MU,PA,126,107,19
1506104,Primavera,Primavera,MU,PA,3,0,3
1506112,Quatipuru,Quatipuru,MU,PA,9,0,9
1506138,Redenção,Redenção,MU,PA,0,0,0
1506161,Rio Maria,Rio Maria,MU,PA,0,0,0
1506187,Rondon do Pará,Rondon do Pará,MU,PA,0,0,0
1506195,Rurópolis,Rurópolis,MU,PA,0,0,0
1506203,Salinópolis,Salinópolis,MU,PA,0,0,0
1506302,Salvaterra,Salvaterra,MU,PA,7437,553,6884
1506351,Santa Bárbara do Pará,Santa Bárbara do Pará,MU,PA,354,0,354
1506401,Santa Cruz do Arari,Santa Cruz do Arari,MU,PA,0,0,0
1506500,Santa Izabel do Pará,Santa Izabel do Pará,MU,PA,2243,153,2090
1506559,Santa Luzia do Pará,Santa Luzia do Pará,MU,PA,1243,512,731
1506583,Santa Maria das Barreiras,Santa Maria das Barreiras,MU,PA,2,0,2
1506609,Santa Maria do Pará,Santa Maria do Pará,MU,PA,123,0,123
1506708,Santana do Araguaia,Santana do Araguaia,MU,PA,0,0,0
1506807,Santarém,Santarém,MU,PA,4363,2133,2230
1506906,Santarém Novo,Santarém Novo,MU,PA,0,0,0
1507003,Santo Antônio do Tauá,Santo Antônio do Tauá,MU,PA,74,0,74
1507102,São Caetano de Odivelas,São Caetano de Odivelas,MU,PA,0,0,0
1507151,São Domingos do Araguaia,São Domingos do Araguaia,MU,PA,0,0,0
1507201,São Domingos do Capim,São Domingos do Capim,MU,PA,467,0,467
1507300,São Félix do Xingu,São Félix do Xingu,MU,PA,0,0,0
1507409,São Francisco do Pará,São Francisco do Pará,MU,PA,0,0,0
1507458,São Geraldo do Araguaia,São Geraldo do Araguaia,MU,PA,0,0,0
1507466,São João da Ponta,São João da Ponta,MU,PA,0,0,0
1507474,São João de Pirabas,São João de Pirabas,MU,PA,0,0,0
1507508,São João do Araguaia,São João do Araguaia,MU,PA,0,0,0
1507607,São Miguel do Guamá,São Miguel do Guamá,MU,PA,2503,565,1938
1507706,São Sebastião da Boa Vista,São Sebastião da Boa Vista,MU,PA,0,0,0
1507755,Sapucaia,Sapucaia,MU,PA,0,0,0
1507805,Senador José Porfírio,Senador José Porfírio,MU,PA,0,0,0
1507904,Soure,Soure,MU,PA,23,0,23
1507953,Tailândia,Tailândia,MU,PA,0,0,0
1507961,Terra Alta,Terra Alta,MU,PA,0,0,0
1507979,Terra Santa,Terra Santa,MU,PA,0,0,0
1508001,Tomé-Açu,Tomé-Açu,MU,PA,332,0,332
1508035,Tracuateua,Tracuateua,MU,PA,1816,326,1490
1508050,Trairão,Trairão,MU,PA,0,0,0
1508084,Tucumã,Tucumã,MU,PA,0,0,0
1508100,Tucuruí,Tucuruí,MU,PA,0,0,0
1508126,Ulianópolis,Ulianópolis,MU,PA,0,0,0
1508159,Uruará,Uruará,MU,PA,0,0,0
1508209,Vigia,Vigia,MU,PA,20,0,20
1508308,Viseu,Viseu,MU,PA,1583,45,1538
1508357,Vitória do Xingu,Vitória do Xingu,MU,PA,172,0,172
1508407,Xinguara,Xinguara,MU,PA,0,0,0
1600055,Serra do Navio,Serra do Navio,MU,AP,0,0,0
1600105,Amapá,Amapá,MU,AP,0,0,0
1600154,Pedra Branca do Amapari,Pedra Branca do Amapari,MU,AP,0,0,0
1600204,Calçoene,Calçoene,MU,AP,58,56,2
1600212,Cutias,Cutias,MU,AP,0,0,0
1600238,Ferreira Gomes,Ferreira Gomes,MU,AP,82,22,60
1600253,Itaubal,Itaubal,MU,AP,105,51,54
1600279,Laranjal do Jari,Laranjal do Jari,MU,AP,345,0,345
1600303,Macapá,Macapá,MU,AP,9110,3420,5690
1600402,Mazagão,Mazagão,MU,AP,1483,305,1178
1600501,Oiapoque,Oiapoque,MU,AP,146,56,90
1600535,Porto Grande,Porto Grande,MU,AP,142,76,66
1600550,Pracuúba,Pracuúba,MU,AP,0,0,0
1600600,Santana,Santana,MU,AP,1176,764,412
1600709,Tartarugalzinho,Tartarugalzinho,MU,AP,58,58,0
1600808,Vitória do Jari,Vitória do Jari,MU,AP,189,101,88
1700251,Abreulândia,Abreulândia,MU,TO,0,0,0
1700301,Aguiarnópolis,Aguiarnópolis,MU,TO,0,0,0
1700350,Aliança do Tocantins,Aliança do Tocantins,MU,TO,0,0,0
1700400,Almas,Almas,MU,TO,136,0,136
1700707,Alvorada,Alvorada,MU,TO,0,0,0
1701002,Ananás,Ananás,MU,TO,0,0,0
1701051,Angico,Angico,MU,TO,0,0,0
1701101,Aparecida do Rio Negro,Aparecida do Rio Negro,MU,TO,0,0,0
1701309,Aragominas,Aragominas,MU,TO,829,0,829
1701903,Araguacema,Araguacema,MU,TO,0,0,0
1702000,Araguaçu,Araguaçu,MU,TO,0,0,0
1702109,Araguaína,Araguaína,MU,TO,30,0,30
1702158,Araguanã,Araguanã,MU,TO,0,0,0
1702208,Araguatins,Araguatins,MU,TO,81,7,74
1702307,Arapoema,Arapoema,MU,TO,0,0,0
1702406,Arraias,Arraias,MU,TO,1572,283,1289
1702554,Augustinópolis,Augustinópolis,MU,TO,0,0,0
1702703,Aurora do Tocantins,Aurora do Tocantins,MU,TO,0,0,0
1702901,Axixá do Tocantins,Axixá do Tocantins,MU,TO,0,0,0
1703008,Babaçulândia,Babaçulândia,MU,TO,0,0,0
1703057,Bandeirantes do Tocantins,Bandeirantes do Tocantins,MU,TO,0,0,0
1703073,Barra do Ouro,Barra do Ouro,MU,TO,0,0,0
1703107,Barrolândia,Barrolândia,MU,TO,0,0,0
1703206,Bernardo Sayão,Bernardo Sayão,MU,TO,0,0,0
1703305,Bom Jesus do Tocantins,Bom Jesus do Tocantins,MU,TO,0,0,0
1703602,Brasilândia do Tocantins,Brasilândia do Tocantins,MU,TO,0,0,0
1703701,Brejinho de Nazaré,Brejinho de Nazaré,MU,TO,1022,0,1022
1703800,Buriti do Tocantins,Buriti do Tocantins,MU,TO,0,0,0
1703826,Cachoeirinha,Cachoeirinha,MU,TO,0,0,0
1703842,Campos Lindos,Campos Lindos,MU,TO,0,0,0
1703867,Cariri do Tocantins,Cariri do Tocantins,MU,TO,0,0,0
1703883,Carmolândia,Carmolândia,MU,TO,0,0,0
1703891,Carrasco Bonito,Carrasco Bonito,MU,TO,0,0,0
1703909,Caseara,Caseara,MU,TO,0,0,0
1704105,Centenário,Centenário,MU,TO,0,0,0
1704600,Chapada de Areia,Chapada de Areia,MU,TO,0,0,0
1705102,Chapada da Natividade,Chapada da Natividade,MU,TO,1304,0,1304
1705508,Colinas do Tocantins,Colinas do Tocantins,MU,TO,0,0,0
1705557,Combinado,Combinado,MU,TO,0,0,0
1705607,Conceição do Tocantins,Conceição do Tocantins,MU,TO,92,0,92
1706001,Couto Magalhães,Couto Magalhães,MU,TO,0,0,0
1706100,Cristalândia,Cristalândia,MU,TO,0,0,0
1706258,Crixás do Tocantins,Crixás do Tocantins,MU,TO,0,0,0
1706506,Darcinópolis,Darcinópolis,MU,TO,0,0,0
1707009,Dianópolis,Dianópolis,MU,TO,48,29,19
1707108,Divinópolis do Tocantins,Divinópolis do Tocantins,MU,TO,0,0,0
1707207,Dois Irmãos do Tocantins,Dois Irmãos do Tocantins,MU,TO,50,0,50
1707306,Dueré,Dueré,MU,TO,0,0,0
1707405,Esperantina,Esperantina,MU,TO,127,0,127
1707553,Fátima,Fátima,MU,TO,0,0,0
1707652,Figueirópolis,Figueirópolis,MU,TO,0,0,0
1707702,Filadélfia,Filadélfia,MU,TO,111,108,3
1708205,Formoso do Araguaia,Formoso do Araguaia,MU,TO,0,0,0
1708254,Tabocão,Tabocão,MU,TO,0,0,0
1708304,Goianorte,Goianorte,MU,TO,0,0,0
1709005,Goiatins,Goiatins,MU,TO,0,0,0
1709302,Guaraí,Guaraí,MU,TO,0,0,0
1709500,Gurupi,Gurupi,MU,TO,0,0,0
1709807,Ipueiras,Ipueiras,MU,TO,95,0,95
1710508,Itacajá,Itacajá,MU,TO,0,0,0
1710706,Itaguatins,Itaguatins,MU,TO,0,0,0
1710904,Itapiratins,Itapiratins,MU,TO,0,0,0
1711100,Itaporã do Tocantins,Itaporã do Tocantins,MU,TO,0,0,0
1711506,Jaú do Tocantins,Jaú do Tocantins,MU,TO,73,0,73
1711803,Juarina,Juarina,MU,TO,0,0,0
1711902,Lagoa da Confusão,Lagoa da Confusão,MU,TO,0,0,0
1711951,Lagoa do Tocantins,Lagoa do Tocantins,MU,TO,320,26,294
1712009,Lajeado,Lajeado,MU,TO,0,0,0
1712157,Lavandeira,Lavandeira,MU,TO,0,0,0
1712405,Lizarda,Lizarda,MU,TO,0,0,0
1712454,Luzinópolis,Luzinópolis,MU,TO,0,0,0
1712504,Marianópolis do Tocantins,Marianópolis do Tocantins,MU,TO,0,0,0
1712702,Mateiros,Mateiros,MU,TO,1190,0,1190
1712801,Maurilândia do Tocantins,Maurilândia do Tocantins,MU,TO,0,0,0
1713205,Miracema do Tocantins,Miracema do Tocantins,MU,TO,0,0,0
1713304,Miranorte,Miranorte,MU,TO,0,0,0
1713601,Monte do Carmo,Monte do Carmo,MU,TO,385,0,385
1713700,Monte Santo do Tocantins,Monte Santo do Tocantins,MU,TO,0,0,0
1713809,Palmeiras do Tocantins,Palmeiras do Tocantins,MU,TO,0,0,0
1713957,Muricilândia,Muricilândia,MU,TO,907,0,907
1714203,Natividade,Natividade,MU,TO,967,0,967
1714302,Nazaré,Nazaré,MU,TO,0,0,0
1714880,Nova Olinda,Nova Olinda,MU,TO,0,0,0
1715002,Nova Rosalândia,Nova Rosalândia,MU,TO,0,0,0
1715101,Novo Acordo,Novo Acordo,MU,TO,32,28,4
1715150,Novo Alegre,Novo Alegre,MU,TO,61,0,61
1715259,Novo Jardim,Novo Jardim,MU,TO,0,0,0
1715507,Oliveira de Fátima,Oliveira de Fátima,MU,TO,0,0,0
1715705,Palmeirante,Palmeirante,MU,TO,0,0,0
1715754,Palmeirópolis,Palmeirópolis,MU,TO,0,0,0
1716109,Paraíso do Tocantins,Paraíso do Tocantins,MU,TO,0,0,0
1716208,Paranã,Paranã,MU,TO,778,78,700
1716307,Pau D'Arco,Pau D'Arco,MU,TO,0,0,0
1716505,Pedro Afonso,Pedro Afonso,MU,TO,0,0,0
1716604,Peixe,Peixe,MU,TO,0,0,0
1716653,Pequizeiro,Pequizeiro,MU,TO,0,0,0
1716703,Colméia,Colméia,MU,TO,0,0,0
1717008,Pindorama do Tocantins,Pindorama do Tocantins,MU,TO,15,0,15
1717206,Piraquê,Piraquê,MU,TO,0,0,0
1717503,Pium,Pium,MU,TO,0,0,0
1717800,Ponte Alta do Bom Jesus,Ponte Alta do Bom Jesus,MU,TO,0,0,0
1717909,Ponte Alta do Tocantins,Ponte Alta do Tocantins,MU,TO,113,0,113
1718006,Porto Alegre do Tocantins,Porto Alegre do Tocantins,MU,TO,325,0,325
1718204,Porto Nacional,Porto Nacional,MU,TO,104,0,104
1718303,Praia Norte,Praia Norte,MU,TO,0,0,0
1718402,Presidente Kennedy,Presidente Kennedy,MU,TO,0,0,0
1718451,Pugmil,Pugmil,MU,TO,0,0,0
1718501,Recursolândia,Recursolândia,MU,TO,0,0,0
1718550,Riachinho,Riachinho,MU,TO,0,0,0
1718659,Rio da Conceição,Rio da Conceição,MU,TO,0,0,0
1718709,Rio dos Bois,Rio dos Bois,MU,TO,0,0,0
1718758,Rio Sono,Rio Sono,MU,TO,0,0,0
1718808,Sampaio,Sampaio,MU,TO,0,0,0
1718840,Sandolândia,Sandolândia,MU,TO,0,0,0
1718865,Santa Fé do Araguaia,Santa Fé do Araguaia,MU,TO,671,388,283
1718881,Santa Maria do Tocantins,Santa Maria do Tocantins,MU,TO,0,0,0
